NNLSSI1 solar spectral irradiance bands in units of W/m2   ID=1
NNLSSI1 solar spectral irradiance projection with Schwabe cycle period = 10.9 years    ID=2
Upper and Lower bounds of the irradiance projections are provided (otherwise set to -99). 
time (yyyy-MM-dd), 0-100 nm, 0-100 nm (lower), 0-100 nm (upper), 100-200 nm, 100-200 nm (lower), 100-200 nm (upper),200-300 nm, 200-300 nm (lower), 200-300 nm (upper),300-400 nm, 300-400 nm (lower), 300-400 nm (upper),0-200000 nm, 0-200000 nm (lower), 0-200000 nm (upper) ID
1610-07-01,0.0028863987,-99.0,-99.0,0.10317122,-99.0,-99.0,14.560899,-99.0,-99.0,93.587223,-99.0,-99.0,1361.3351,-99.0,-99.0,1
1611-07-01,0.0033042353,-99.0,-99.0,0.10456801,-99.0,-99.0,14.579952,-99.0,-99.0,93.620633,-99.0,-99.0,1361.4655,-99.0,-99.0,1
1612-07-01,0.0046876561,-99.0,-99.0,0.10912155,-99.0,-99.0,14.641155,-99.0,-99.0,93.724015,-99.0,-99.0,1361.8430,-99.0,-99.0,1
1613-07-01,0.0045981021,-99.0,-99.0,0.10882930,-99.0,-99.0,14.637260,-99.0,-99.0,93.717579,-99.0,-99.0,1361.8205,-99.0,-99.0,1
1614-07-01,0.0050453508,-99.0,-99.0,0.11028612,-99.0,-99.0,14.656642,-99.0,-99.0,93.749444,-99.0,-99.0,1361.9309,-99.0,-99.0,1
1615-07-01,0.0055163122,-99.0,-99.0,0.11181345,-99.0,-99.0,14.676874,-99.0,-99.0,93.782313,-99.0,-99.0,1362.0421,-99.0,-99.0,1
1616-07-01,0.0027865025,-99.0,-99.0,0.10283524,-99.0,-99.0,14.556290,-99.0,-99.0,93.579027,-99.0,-99.0,1361.3023,-99.0,-99.0,1
1617-07-01,0.0022025308,-99.0,-99.0,0.10085066,-99.0,-99.0,14.528807,-99.0,-99.0,93.529034,-99.0,-99.0,1361.0955,-99.0,-99.0,1
1618-07-01,0.0021744677,-99.0,-99.0,0.10075423,-99.0,-99.0,14.527458,-99.0,-99.0,93.526524,-99.0,-99.0,1361.0847,-99.0,-99.0,1
1619-07-01,0.0025969014,-99.0,-99.0,0.10219499,-99.0,-99.0,14.547476,-99.0,-99.0,93.563213,-99.0,-99.0,1361.2383,-99.0,-99.0,1
1620-07-01,0.0025969014,-99.0,-99.0,0.10219499,-99.0,-99.0,14.547476,-99.0,-99.0,93.563213,-99.0,-99.0,1361.2383,-99.0,-99.0,1
1621-07-01,0.0025969014,-99.0,-99.0,0.10219499,-99.0,-99.0,14.547476,-99.0,-99.0,93.563213,-99.0,-99.0,1361.2383,-99.0,-99.0,1
1622-07-01,0.0025969014,-99.0,-99.0,0.10219499,-99.0,-99.0,14.547476,-99.0,-99.0,93.563213,-99.0,-99.0,1361.2383,-99.0,-99.0,1
1623-07-01,0.0025969014,-99.0,-99.0,0.10219499,-99.0,-99.0,14.547476,-99.0,-99.0,93.563213,-99.0,-99.0,1361.2383,-99.0,-99.0,1
1624-07-01,0.0024259173,-99.0,-99.0,0.10161444,-99.0,-99.0,14.539442,-99.0,-99.0,93.548629,-99.0,-99.0,1361.1781,-99.0,-99.0,1
1625-07-01,0.0036698135,-99.0,-99.0,0.10578056,-99.0,-99.0,14.596369,-99.0,-99.0,93.648893,-99.0,-99.0,1361.5723,-99.0,-99.0,1
1626-07-01,0.0030307755,-99.0,-99.0,0.10365535,-99.0,-99.0,14.567522,-99.0,-99.0,93.598918,-99.0,-99.0,1361.3813,-99.0,-99.0,1
1627-07-01,0.0026532323,-99.0,-99.0,0.10238558,-99.0,-99.0,14.550104,-99.0,-99.0,93.567949,-99.0,-99.0,1361.2576,-99.0,-99.0,1
1628-07-01,0.0028938872,-99.0,-99.0,0.10319638,-99.0,-99.0,14.561244,-99.0,-99.0,93.587834,-99.0,-99.0,1361.3375,-99.0,-99.0,1
1629-07-01,0.0027283587,-99.0,-99.0,0.10263926,-99.0,-99.0,14.553597,-99.0,-99.0,93.574215,-99.0,-99.0,1361.2830,-99.0,-99.0,1
1630-07-01,0.0024899897,-99.0,-99.0,0.10183237,-99.0,-99.0,14.542463,-99.0,-99.0,93.554133,-99.0,-99.0,1361.2010,-99.0,-99.0,1
1631-07-01,0.0022657795,-99.0,-99.0,0.10106758,-99.0,-99.0,14.531836,-99.0,-99.0,93.534650,-99.0,-99.0,1361.1194,-99.0,-99.0,1
1632-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1633-07-01,0.0031557841,-99.0,-99.0,0.10407322,-99.0,-99.0,14.573221,-99.0,-99.0,93.608912,-99.0,-99.0,1361.4202,-99.0,-99.0,1
1634-07-01,0.0024326103,-99.0,-99.0,0.10163723,-99.0,-99.0,14.539759,-99.0,-99.0,93.549206,-99.0,-99.0,1361.1805,-99.0,-99.0,1
1635-07-01,0.0025864259,-99.0,-99.0,0.10215952,-99.0,-99.0,14.546986,-99.0,-99.0,93.562329,-99.0,-99.0,1361.2347,-99.0,-99.0,1
1636-07-01,0.0032623550,-99.0,-99.0,0.10442857,-99.0,-99.0,14.578057,-99.0,-99.0,93.617342,-99.0,-99.0,1361.4528,-99.0,-99.0,1
1637-07-01,0.0040371252,-99.0,-99.0,0.10699152,-99.0,-99.0,14.612671,-99.0,-99.0,93.676540,-99.0,-99.0,1361.6740,-99.0,-99.0,1
1638-07-01,0.0049107409,-99.0,-99.0,0.10984836,-99.0,-99.0,14.650827,-99.0,-99.0,93.739924,-99.0,-99.0,1361.8982,-99.0,-99.0,1
1639-07-01,0.0053261578,-99.0,-99.0,0.11119754,-99.0,-99.0,14.668726,-99.0,-99.0,93.769120,-99.0,-99.0,1361.9978,-99.0,-99.0,1
1640-07-01,0.0025969014,-99.0,-99.0,0.10219499,-99.0,-99.0,14.547476,-99.0,-99.0,93.563213,-99.0,-99.0,1361.2383,-99.0,-99.0,1
1641-07-01,0.0032094638,-99.0,-99.0,0.10425231,-99.0,-99.0,14.575660,-99.0,-99.0,93.613168,-99.0,-99.0,1361.4367,-99.0,-99.0,1
1642-07-01,0.0039038816,-99.0,-99.0,0.10655301,-99.0,-99.0,14.606778,-99.0,-99.0,93.666589,-99.0,-99.0,1361.6377,-99.0,-99.0,1
1643-07-01,0.0027247504,-99.0,-99.0,0.10262709,-99.0,-99.0,14.553429,-99.0,-99.0,93.573915,-99.0,-99.0,1361.2818,-99.0,-99.0,1
1644-07-01,0.0025138744,-99.0,-99.0,0.10191349,-99.0,-99.0,14.543586,-99.0,-99.0,93.556172,-99.0,-99.0,1361.2094,-99.0,-99.0,1
1645-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1646-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1647-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1648-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1649-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1650-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1651-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1652-07-01,0.0022625882,-99.0,-99.0,0.10105665,-99.0,-99.0,14.531684,-99.0,-99.0,93.534368,-99.0,-99.0,1361.1182,-99.0,-99.0,1
1653-07-01,0.0021620749,-99.0,-99.0,0.10071161,-99.0,-99.0,14.526862,-99.0,-99.0,93.525412,-99.0,-99.0,1361.0800,-99.0,-99.0,1
1654-07-01,0.0021589845,-99.0,-99.0,0.10070098,-99.0,-99.0,14.526713,-99.0,-99.0,93.525134,-99.0,-99.0,1361.0788,-99.0,-99.0,1
1655-07-01,0.0021528130,-99.0,-99.0,0.10067974,-99.0,-99.0,14.526416,-99.0,-99.0,93.524579,-99.0,-99.0,1361.0764,-99.0,-99.0,1
1656-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1657-07-01,0.0021405061,-99.0,-99.0,0.10063738,-99.0,-99.0,14.525822,-99.0,-99.0,93.523470,-99.0,-99.0,1361.0716,-99.0,-99.0,1
1658-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1659-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1660-07-01,0.0022025308,-99.0,-99.0,0.10085066,-99.0,-99.0,14.528807,-99.0,-99.0,93.529034,-99.0,-99.0,1361.0955,-99.0,-99.0,1
1661-07-01,0.0021651698,-99.0,-99.0,0.10072225,-99.0,-99.0,14.527011,-99.0,-99.0,93.525689,-99.0,-99.0,1361.0812,-99.0,-99.0,1
1662-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1663-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1664-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1665-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1666-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1667-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1668-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1669-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1670-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1671-07-01,0.0021651698,-99.0,-99.0,0.10072225,-99.0,-99.0,14.527011,-99.0,-99.0,93.525689,-99.0,-99.0,1361.0812,-99.0,-99.0,1
1672-07-01,0.0021497319,-99.0,-99.0,0.10066914,-99.0,-99.0,14.526267,-99.0,-99.0,93.524301,-99.0,-99.0,1361.0752,-99.0,-99.0,1
1673-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1674-07-01,0.0021435779,-99.0,-99.0,0.10064795,-99.0,-99.0,14.525970,-99.0,-99.0,93.523747,-99.0,-99.0,1361.0728,-99.0,-99.0,1
1675-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1676-07-01,0.0022087998,-99.0,-99.0,0.10087219,-99.0,-99.0,14.529108,-99.0,-99.0,93.529593,-99.0,-99.0,1361.0979,-99.0,-99.0,1
1677-07-01,0.0021497319,-99.0,-99.0,0.10066914,-99.0,-99.0,14.526267,-99.0,-99.0,93.524301,-99.0,-99.0,1361.0752,-99.0,-99.0,1
1678-07-01,0.0021435779,-99.0,-99.0,0.10064795,-99.0,-99.0,14.525970,-99.0,-99.0,93.523747,-99.0,-99.0,1361.0728,-99.0,-99.0,1
1679-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1680-07-01,0.0021620749,-99.0,-99.0,0.10071161,-99.0,-99.0,14.526862,-99.0,-99.0,93.525412,-99.0,-99.0,1361.0800,-99.0,-99.0,1
1681-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1682-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1683-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1684-07-01,0.0021900276,-99.0,-99.0,0.10080771,-99.0,-99.0,14.528207,-99.0,-99.0,93.527917,-99.0,-99.0,1361.0907,-99.0,-99.0,1
1685-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1686-07-01,0.0021558975,-99.0,-99.0,0.10069036,-99.0,-99.0,14.526564,-99.0,-99.0,93.524856,-99.0,-99.0,1361.0776,-99.0,-99.0,1
1687-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1688-07-01,0.0021558975,-99.0,-99.0,0.10069036,-99.0,-99.0,14.526564,-99.0,-99.0,93.524856,-99.0,-99.0,1361.0776,-99.0,-99.0,1
1689-07-01,0.0021589845,-99.0,-99.0,0.10070098,-99.0,-99.0,14.526713,-99.0,-99.0,93.525134,-99.0,-99.0,1361.0788,-99.0,-99.0,1
1690-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1691-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1692-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1693-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1694-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1695-07-01,0.0021405061,-99.0,-99.0,0.10063738,-99.0,-99.0,14.525822,-99.0,-99.0,93.523470,-99.0,-99.0,1361.0716,-99.0,-99.0,1
1696-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1697-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1698-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1699-07-01,0.0021374378,-99.0,-99.0,0.10062681,-99.0,-99.0,14.525674,-99.0,-99.0,93.523193,-99.0,-99.0,1361.0704,-99.0,-99.0,1
1700-07-01,0.0022286851,-99.0,-99.0,0.10094424,-99.0,-99.0,14.530134,-99.0,-99.0,93.531579,-99.0,-99.0,1361.1068,-99.0,-99.0,1
1701-07-01,0.0023635337,-99.0,-99.0,0.10138801,-99.0,-99.0,14.536298,-99.0,-99.0,93.542876,-99.0,-99.0,1361.1541,-99.0,-99.0,1
1702-07-01,0.0024921444,-99.0,-99.0,0.10180834,-99.0,-99.0,14.542105,-99.0,-99.0,93.553383,-99.0,-99.0,1361.1973,-99.0,-99.0,1
1703-07-01,0.0026867867,-99.0,-99.0,0.10243963,-99.0,-99.0,14.550771,-99.0,-99.0,93.568830,-99.0,-99.0,1361.2592,-99.0,-99.0,1
1704-07-01,0.0029619210,-99.0,-99.0,0.10332476,-99.0,-99.0,14.562841,-99.0,-99.0,93.589993,-99.0,-99.0,1361.3418,-99.0,-99.0,1
1705-07-01,0.0034676545,-99.0,-99.0,0.10493250,-99.0,-99.0,14.584548,-99.0,-99.0,93.627109,-99.0,-99.0,1361.4804,-99.0,-99.0,1
1706-07-01,0.0030259050,-99.0,-99.0,0.10352766,-99.0,-99.0,14.565581,-99.0,-99.0,93.594677,-99.0,-99.0,1361.3592,-99.0,-99.0,1
1707-07-01,0.0027350847,-99.0,-99.0,0.10259416,-99.0,-99.0,14.552881,-99.0,-99.0,93.572538,-99.0,-99.0,1361.2737,-99.0,-99.0,1
1708-07-01,0.0025362325,-99.0,-99.0,0.10194920,-99.0,-99.0,14.544032,-99.0,-99.0,93.556793,-99.0,-99.0,1361.2108,-99.0,-99.0,1
1709-07-01,0.0024024250,-99.0,-99.0,0.10151254,-99.0,-99.0,14.538013,-99.0,-99.0,93.545959,-99.0,-99.0,1361.1667,-99.0,-99.0,1
1710-07-01,0.0022863814,-99.0,-99.0,0.10113119,-99.0,-99.0,14.532728,-99.0,-99.0,93.536322,-99.0,-99.0,1361.1266,-99.0,-99.0,1
